origem,faultNumber,simulationRun,conjunto
Training,16,399,treino
Training,16,296,treino
Training,16,122,treino
Training,16,449,treino
Training,16,332,treino
Training,16,60,treino
Training,16,469,treino
Training,16,408,treino
Training,16,110,treino
Training,16,393,treino
Training,16,287,treino
Training,16,167,treino
Training,16,461,treino
Training,16,113,treino
Training,16,139,treino
Training,16,244,treino
Training,16,23,treino
Training,16,175,treino
Training,16,463,treino
Training,16,318,treino
Training,16,323,treino
Training,16,96,treino
Training,16,143,treino
Training,16,233,treino
Training,16,363,treino
Training,16,131,treino
Training,16,367,treino
Training,16,304,treino
Training,16,61,treino
Training,16,228,treino
Training,16,63,treino
Training,16,415,treino
Training,16,120,treino
Training,16,50,treino
Training,16,173,treino
Training,16,458,treino
Training,16,368,treino
Training,16,438,treino
Training,16,346,treino
Training,16,336,treino
Training,16,410,treino
Training,16,412,treino
Training,16,229,treino
Training,16,86,treino
Training,16,8,treino
Training,16,360,treino
Training,16,450,treino
Training,16,157,treino
Training,16,88,treino
Training,16,134,treino
Training,16,183,treino
Training,16,419,treino
Training,16,357,treino
Training,16,383,treino
Training,16,496,treino
Training,16,195,treino
Training,16,121,treino
Training,16,201,treino
Training,16,140,treino
Training,16,319,treino
Training,16,108,treino
Training,16,118,treino
Training,16,418,treino
Training,16,417,treino
Training,16,466,treino
Training,16,424,treino
Training,16,483,treino
Training,16,386,treino
Training,16,211,treino
Training,16,268,treino
Training,16,78,treino
Training,16,240,treino
Training,16,57,treino
Training,16,62,treino
Training,16,492,validacao
Training,16,18,validacao
Training,16,104,validacao
Training,16,151,validacao
Training,16,33,validacao
Training,16,457,validacao
Training,16,9,validacao
Training,16,213,validacao
Training,16,227,validacao
Training,16,286,validacao
Training,16,185,validacao
Training,16,205,validacao
Training,16,74,validacao
Training,16,180,validacao
Training,16,106,validacao
Training,16,81,validacao
Training,16,5,validacao
Training,16,445,validacao
Training,16,124,validacao
Training,16,119,validacao
Training,16,284,validacao
Training,16,194,validacao
Training,16,471,validacao
Training,16,12,validacao
Training,16,4,validacao
Training,16,313,validacao
Training,16,331,validacao
Training,16,137,validacao
Training,16,329,validacao
Training,16,309,validacao
Training,16,136,validacao
Training,16,306,validacao
Training,16,364,validacao
Training,16,321,validacao
Training,16,197,validacao
Training,16,401,validacao
Training,16,294,validacao
Training,16,275,validacao
Training,16,267,validacao
Training,16,435,validacao
Training,16,17,validacao
Training,16,343,validacao
Training,16,448,validacao
Training,16,172,validacao
Training,16,277,validacao
Training,16,196,validacao
Training,16,324,validacao
Training,16,307,validacao
Training,16,44,validacao
Training,16,452,validacao
Training,16,158,nao_usado_training
Training,16,308,nao_usado_training
Training,16,486,nao_usado_training
Training,16,425,nao_usado_training
Training,16,146,nao_usado_training
Training,16,171,nao_usado_training
Training,16,206,nao_usado_training
Training,16,100,nao_usado_training
Training,16,190,nao_usado_training
Training,16,476,nao_usado_training
Training,16,109,nao_usado_training
Training,16,107,nao_usado_training
Training,16,22,nao_usado_training
Training,16,356,nao_usado_training
Training,16,405,nao_usado_training
Training,16,251,nao_usado_training
Training,16,439,nao_usado_training
Training,16,83,nao_usado_training
Training,16,256,nao_usado_training
Training,16,440,nao_usado_training
Training,16,36,nao_usado_training
Training,16,54,nao_usado_training
Training,16,30,nao_usado_training
Training,16,245,nao_usado_training
Training,16,444,nao_usado_training
Training,16,56,nao_usado_training
Training,16,1,nao_usado_training
Training,16,283,nao_usado_training
Training,16,219,nao_usado_training
Training,16,32,nao_usado_training
Training,16,270,nao_usado_training
Training,16,446,nao_usado_training
Training,16,480,nao_usado_training
Training,16,132,nao_usado_training
Training,16,160,nao_usado_training
Training,16,127,nao_usado_training
Training,16,456,nao_usado_training
Training,16,339,nao_usado_training
Training,16,433,nao_usado_training
Training,16,101,nao_usado_training
Training,16,161,nao_usado_training
Training,16,334,nao_usado_training
Training,16,342,nao_usado_training
Training,16,404,nao_usado_training
Training,16,234,nao_usado_training
Training,16,481,nao_usado_training
Training,16,337,nao_usado_training
Training,16,178,nao_usado_training
Training,16,41,nao_usado_training
Training,16,247,nao_usado_training
Training,16,413,nao_usado_training
Training,16,437,nao_usado_training
Training,16,141,nao_usado_training
Training,16,353,nao_usado_training
Training,16,359,nao_usado_training
Training,16,68,nao_usado_training
Training,16,115,nao_usado_training
Training,16,436,nao_usado_training
Training,16,420,nao_usado_training
Training,16,380,nao_usado_training
Training,16,15,nao_usado_training
Training,16,341,nao_usado_training
Training,16,207,nao_usado_training
Training,16,263,nao_usado_training
Training,16,241,nao_usado_training
Training,16,59,nao_usado_training
Training,16,428,nao_usado_training
Training,16,322,nao_usado_training
Training,16,28,nao_usado_training
Training,16,442,nao_usado_training
Training,16,35,nao_usado_training
Training,16,202,nao_usado_training
Training,16,246,nao_usado_training
Training,16,242,nao_usado_training
Training,16,77,nao_usado_training
Training,16,295,nao_usado_training
Training,16,470,nao_usado_training
Training,16,192,nao_usado_training
Training,16,460,nao_usado_training
Training,16,279,nao_usado_training
Training,16,488,nao_usado_training
Training,16,55,nao_usado_training
Training,16,467,nao_usado_training
Training,16,384,nao_usado_training
Training,16,105,nao_usado_training
Training,16,222,nao_usado_training
Training,16,487,nao_usado_training
Training,16,493,nao_usado_training
Training,16,427,nao_usado_training
Training,16,266,nao_usado_training
Training,16,209,nao_usado_training
Training,16,365,nao_usado_training
Training,16,65,nao_usado_training
Training,16,212,nao_usado_training
Training,16,112,nao_usado_training
Training,16,24,nao_usado_training
Training,16,361,nao_usado_training
Training,16,411,nao_usado_training
Training,16,290,nao_usado_training
Training,16,150,nao_usado_training
Training,16,204,nao_usado_training
Training,16,422,nao_usado_training
Training,16,298,nao_usado_training
Training,16,431,nao_usado_training
Training,16,250,nao_usado_training
Training,16,269,nao_usado_training
Training,16,371,nao_usado_training
Training,16,398,nao_usado_training
Training,16,262,nao_usado_training
Training,16,6,nao_usado_training
Training,16,491,nao_usado_training
Training,16,389,nao_usado_training
Training,16,390,nao_usado_training
Training,16,153,nao_usado_training
Training,16,430,nao_usado_training
Training,16,129,nao_usado_training
Training,16,282,nao_usado_training
Training,16,25,nao_usado_training
Training,16,303,nao_usado_training
Training,16,344,nao_usado_training
Training,16,273,nao_usado_training
Training,16,135,nao_usado_training
Training,16,42,nao_usado_training
Training,16,221,nao_usado_training
Training,16,215,nao_usado_training
Training,16,220,nao_usado_training
Training,16,385,nao_usado_training
Training,16,316,nao_usado_training
Training,16,216,nao_usado_training
Training,16,370,nao_usado_training
Training,16,432,nao_usado_training
Training,16,73,nao_usado_training
Training,16,429,nao_usado_training
Training,16,14,nao_usado_training
Training,16,494,nao_usado_training
Training,16,317,nao_usado_training
Training,16,479,nao_usado_training
Training,16,299,nao_usado_training
Training,16,232,nao_usado_training
Training,16,37,nao_usado_training
Training,16,378,nao_usado_training
Training,16,292,nao_usado_training
Training,16,80,nao_usado_training
Training,16,285,nao_usado_training
Training,16,474,nao_usado_training
Training,16,94,nao_usado_training
Training,16,330,nao_usado_training
Training,16,352,nao_usado_training
Training,16,93,nao_usado_training
Training,16,249,nao_usado_training
Training,16,489,nao_usado_training
Training,16,302,nao_usado_training
Training,16,58,nao_usado_training
Training,16,312,nao_usado_training
Training,16,276,nao_usado_training
Training,16,248,nao_usado_training
Training,16,490,nao_usado_training
Training,16,376,nao_usado_training
Training,16,473,nao_usado_training
Training,16,497,nao_usado_training
Training,16,379,nao_usado_training
Training,16,264,nao_usado_training
Training,16,217,nao_usado_training
Training,16,174,nao_usado_training
Training,16,186,nao_usado_training
Training,16,90,nao_usado_training
Training,16,443,nao_usado_training
Training,16,155,nao_usado_training
Training,16,149,nao_usado_training
Training,16,235,nao_usado_training
Training,16,311,nao_usado_training
Training,16,208,nao_usado_training
Training,16,13,nao_usado_training
Training,16,403,nao_usado_training
Training,16,259,nao_usado_training
Training,16,328,nao_usado_training
Training,16,257,nao_usado_training
Training,16,144,nao_usado_training
Training,16,366,nao_usado_training
Training,16,271,nao_usado_training
Training,16,254,nao_usado_training
Training,16,261,nao_usado_training
Training,16,453,nao_usado_training
Training,16,26,nao_usado_training
Training,16,236,nao_usado_training
Training,16,255,nao_usado_training
Training,16,391,nao_usado_training
Training,16,348,nao_usado_training
Training,16,218,nao_usado_training
Training,16,177,nao_usado_training
Training,16,468,nao_usado_training
Training,16,451,nao_usado_training
Training,16,85,nao_usado_training
Training,16,455,nao_usado_training
Training,16,76,nao_usado_training
Training,16,482,nao_usado_training
Training,16,10,nao_usado_training
Training,16,475,nao_usado_training
Training,16,230,nao_usado_training
Training,16,188,nao_usado_training
Training,16,258,nao_usado_training
Training,16,265,nao_usado_training
Training,16,69,nao_usado_training
Training,16,126,nao_usado_training
Training,16,210,nao_usado_training
Training,16,51,nao_usado_training
Training,16,191,nao_usado_training
Training,16,84,nao_usado_training
Training,16,43,nao_usado_training
Training,16,281,nao_usado_training
Training,16,103,nao_usado_training
Training,16,159,nao_usado_training
Training,16,291,nao_usado_training
Training,16,99,nao_usado_training
Training,16,193,nao_usado_training
Training,16,477,nao_usado_training
Training,16,338,nao_usado_training
Training,16,111,nao_usado_training
Training,16,164,nao_usado_training
Training,16,465,nao_usado_training
Training,16,485,nao_usado_training
Training,16,46,nao_usado_training
Training,16,102,nao_usado_training
Training,16,223,nao_usado_training
Training,16,387,nao_usado_training
Training,16,21,nao_usado_training
Training,16,203,nao_usado_training
Training,16,426,nao_usado_training
Training,16,97,nao_usado_training
Training,16,500,nao_usado_training
Training,16,372,nao_usado_training
Training,16,29,nao_usado_training
Training,16,392,nao_usado_training
Training,16,3,nao_usado_training
Training,16,499,nao_usado_training
Training,16,260,nao_usado_training
Training,16,472,nao_usado_training
Training,16,179,nao_usado_training
Training,16,125,nao_usado_training
Training,16,182,nao_usado_training
Training,16,454,nao_usado_training
Training,16,64,nao_usado_training
Training,16,147,nao_usado_training
Training,16,351,nao_usado_training
Training,16,48,nao_usado_training
Training,16,154,nao_usado_training
Training,16,224,nao_usado_training
Training,16,402,nao_usado_training
Training,16,478,nao_usado_training
Training,16,38,nao_usado_training
Training,16,187,nao_usado_training
Training,16,53,nao_usado_training
Training,16,47,nao_usado_training
Training,16,7,nao_usado_training
Training,16,128,nao_usado_training
Training,16,314,nao_usado_training
Training,16,421,nao_usado_training
Training,16,347,nao_usado_training
Training,16,189,nao_usado_training
Training,16,280,nao_usado_training
Training,16,148,nao_usado_training
Training,16,301,nao_usado_training
Training,16,231,nao_usado_training
Training,16,181,nao_usado_training
Training,16,92,nao_usado_training
Training,16,375,nao_usado_training
Training,16,325,nao_usado_training
Training,16,315,nao_usado_training
Training,16,169,nao_usado_training
Training,16,397,nao_usado_training
Training,16,350,nao_usado_training
Training,16,2,nao_usado_training
Training,16,156,nao_usado_training
Training,16,98,nao_usado_training
Training,16,163,nao_usado_training
Training,16,358,nao_usado_training
Training,16,310,nao_usado_training
Training,16,16,nao_usado_training
Training,16,225,nao_usado_training
Training,16,87,nao_usado_training
Training,16,82,nao_usado_training
Training,16,300,nao_usado_training
Training,16,176,nao_usado_training
Training,16,123,nao_usado_training
Training,16,170,nao_usado_training
Training,16,79,nao_usado_training
Training,16,138,nao_usado_training
Training,16,320,nao_usado_training
Training,16,243,nao_usado_training
Training,16,293,nao_usado_training
Training,16,373,nao_usado_training
Training,16,374,nao_usado_training
Training,16,462,nao_usado_training
Training,16,274,nao_usado_training
Training,16,133,nao_usado_training
Training,16,239,nao_usado_training
Training,16,114,nao_usado_training
Training,16,278,nao_usado_training
Training,16,289,nao_usado_training
Training,16,52,nao_usado_training
Training,16,49,nao_usado_training
Training,16,165,nao_usado_training
Training,16,72,nao_usado_training
Training,16,349,nao_usado_training
Training,16,369,nao_usado_training
Training,16,252,nao_usado_training
Training,16,335,nao_usado_training
Training,16,89,nao_usado_training
Training,16,340,nao_usado_training
Training,16,214,nao_usado_training
Training,16,130,nao_usado_training
Training,16,166,nao_usado_training
Training,16,484,nao_usado_training
Training,16,238,nao_usado_training
Training,16,91,nao_usado_training
Training,16,407,nao_usado_training
Training,16,381,nao_usado_training
Training,16,326,nao_usado_training
Training,16,395,nao_usado_training
Training,16,45,nao_usado_training
Training,16,145,nao_usado_training
Training,16,39,nao_usado_training
Training,16,199,nao_usado_training
Training,16,396,nao_usado_training
Training,16,409,nao_usado_training
Training,16,464,nao_usado_training
Training,16,434,nao_usado_training
Training,16,226,nao_usado_training
Training,16,441,nao_usado_training
Training,16,20,nao_usado_training
Training,16,416,nao_usado_training
Training,16,447,nao_usado_training
Training,16,297,nao_usado_training
Training,16,70,nao_usado_training
Training,16,66,nao_usado_training
Training,16,498,nao_usado_training
Training,16,237,nao_usado_training
Training,16,75,nao_usado_training
Training,16,31,nao_usado_training
Training,16,200,nao_usado_training
Training,16,67,nao_usado_training
Training,16,162,nao_usado_training
Training,16,116,nao_usado_training
Training,16,362,nao_usado_training
Training,16,394,nao_usado_training
Training,16,184,nao_usado_training
Training,16,117,nao_usado_training
Training,16,327,nao_usado_training
Training,16,382,nao_usado_training
Training,16,11,nao_usado_training
Training,17,201,treino
Training,17,345,treino
Training,17,347,treino
Training,17,179,treino
Training,17,287,treino
Training,17,199,treino
Training,17,111,treino
Training,17,396,treino
Training,17,239,treino
Training,17,171,treino
Training,17,371,treino
Training,17,395,treino
Training,17,162,treino
Training,17,228,treino
Training,17,359,treino
Training,17,476,treino
Training,17,118,treino
Training,17,385,treino
Training,17,429,treino
Training,17,428,treino
Training,17,164,treino
Training,17,156,treino
Training,17,378,treino
Training,17,62,treino
Training,17,495,treino
Training,17,356,treino
Training,17,78,treino
Training,17,405,treino
Training,17,126,treino
Training,17,338,treino
Training,17,68,treino
Training,17,467,treino
Training,17,6,treino
Training,17,462,treino
Training,17,155,treino
Training,17,499,treino
Training,17,187,treino
Training,17,319,treino
Training,17,436,treino
Training,17,95,treino
Training,17,393,treino
Training,17,119,treino
Training,17,102,treino
Training,17,263,treino
Training,17,65,treino
Training,17,238,treino
Training,17,5,treino
Training,17,268,treino
Training,17,439,treino
Training,17,355,treino
Training,17,366,treino
Training,17,346,treino
Training,17,389,treino
Training,17,320,treino
Training,17,446,treino
Training,17,300,treino
Training,17,260,treino
Training,17,311,treino
Training,17,96,treino
Training,17,10,treino
Training,17,159,treino
Training,17,288,treino
Training,17,388,treino
Training,17,71,treino
Training,17,81,treino
Training,17,56,treino
Training,17,245,treino
Training,17,240,treino
Training,17,67,treino
Training,17,108,treino
Training,17,189,treino
Training,17,351,treino
Training,17,482,treino
Training,17,312,treino
Training,17,218,treino
Training,17,125,treino
Training,17,132,treino
Training,17,196,treino
Training,17,8,treino
Training,17,336,treino
Training,17,315,treino
Training,17,75,treino
Training,17,309,treino
Training,17,257,treino
Training,17,277,treino
Training,17,421,treino
Training,17,292,treino
Training,17,427,treino
Training,17,492,treino
Training,17,407,treino
Training,17,284,treino
Training,17,123,treino
Training,17,136,treino
Training,17,206,treino
Training,17,124,treino
Training,17,43,treino
Training,17,259,treino
Training,17,463,treino
Training,17,473,treino
Training,17,280,treino
Training,17,324,validacao
Training,17,266,validacao
Training,17,100,validacao
Training,17,147,validacao
Training,17,219,validacao
Training,17,138,validacao
Training,17,469,validacao
Training,17,285,validacao
Training,17,442,validacao
Training,17,397,validacao
Training,17,409,validacao
Training,17,53,validacao
Training,17,494,validacao
Training,17,472,validacao
Training,17,86,validacao
Training,17,458,validacao
Training,17,54,validacao
Training,17,480,validacao
Training,17,415,validacao
Training,17,339,validacao
Training,17,298,validacao
Training,17,391,validacao
Training,17,271,validacao
Training,17,37,validacao
Training,17,317,validacao
Training,17,110,validacao
Training,17,82,validacao
Training,17,250,validacao
Training,17,157,validacao
Training,17,485,validacao
Training,17,223,validacao
Training,17,377,validacao
Training,17,221,validacao
Training,17,194,validacao
Training,17,419,validacao
Training,17,209,validacao
Training,17,59,validacao
Training,17,290,validacao
Training,17,122,validacao
Training,17,426,validacao
Training,17,274,validacao
Training,17,468,validacao
Training,17,45,validacao
Training,17,307,validacao
Training,17,270,validacao
Training,17,254,validacao
Training,17,191,validacao
Training,17,3,validacao
Training,17,61,validacao
Training,17,364,validacao
Training,17,237,nao_usado_training
Training,17,66,nao_usado_training
Training,17,487,nao_usado_training
Training,17,435,nao_usado_training
Training,17,423,nao_usado_training
Training,17,41,nao_usado_training
Training,17,32,nao_usado_training
Training,17,341,nao_usado_training
Training,17,202,nao_usado_training
Training,17,35,nao_usado_training
Training,17,360,nao_usado_training
Training,17,163,nao_usado_training
Training,17,479,nao_usado_training
Training,17,217,nao_usado_training
Training,17,80,nao_usado_training
Training,17,113,nao_usado_training
Training,17,498,nao_usado_training
Training,17,433,nao_usado_training
Training,17,365,nao_usado_training
Training,17,464,nao_usado_training
Training,17,301,nao_usado_training
Training,17,88,nao_usado_training
Training,17,222,nao_usado_training
Training,17,203,nao_usado_training
Training,17,84,nao_usado_training
Training,17,383,nao_usado_training
Training,17,318,nao_usado_training
Training,17,379,nao_usado_training
Training,17,410,nao_usado_training
Training,17,193,nao_usado_training
Training,17,350,nao_usado_training
Training,17,182,nao_usado_training
Training,17,340,nao_usado_training
Training,17,337,nao_usado_training
Training,17,73,nao_usado_training
Training,17,438,nao_usado_training
Training,17,308,nao_usado_training
Training,17,496,nao_usado_training
Training,17,236,nao_usado_training
Training,17,184,nao_usado_training
Training,17,450,nao_usado_training
Training,17,181,nao_usado_training
Training,17,19,nao_usado_training
Training,17,303,nao_usado_training
Training,17,441,nao_usado_training
Training,17,93,nao_usado_training
Training,17,142,nao_usado_training
Training,17,471,nao_usado_training
Training,17,57,nao_usado_training
Training,17,23,nao_usado_training
Training,17,145,nao_usado_training
Training,17,342,nao_usado_training
Training,17,153,nao_usado_training
Training,17,33,nao_usado_training
Training,17,449,nao_usado_training
Training,17,390,nao_usado_training
Training,17,14,nao_usado_training
Training,17,400,nao_usado_training
Training,17,372,nao_usado_training
Training,17,382,nao_usado_training
Training,17,253,nao_usado_training
Training,17,55,nao_usado_training
Training,17,60,nao_usado_training
Training,17,197,nao_usado_training
Training,17,90,nao_usado_training
Training,17,4,nao_usado_training
Training,17,7,nao_usado_training
Training,17,430,nao_usado_training
Training,17,49,nao_usado_training
Training,17,361,nao_usado_training
Training,17,440,nao_usado_training
Training,17,74,nao_usado_training
Training,17,272,nao_usado_training
Training,17,343,nao_usado_training
Training,17,305,nao_usado_training
Training,17,265,nao_usado_training
Training,17,363,nao_usado_training
Training,17,36,nao_usado_training
Training,17,15,nao_usado_training
Training,17,392,nao_usado_training
Training,17,466,nao_usado_training
Training,17,77,nao_usado_training
Training,17,402,nao_usado_training
Training,17,128,nao_usado_training
Training,17,325,nao_usado_training
Training,17,483,nao_usado_training
Training,17,137,nao_usado_training
Training,17,172,nao_usado_training
Training,17,47,nao_usado_training
Training,17,112,nao_usado_training
Training,17,327,nao_usado_training
Training,17,224,nao_usado_training
Training,17,334,nao_usado_training
Training,17,403,nao_usado_training
Training,17,431,nao_usado_training
Training,17,234,nao_usado_training
Training,17,109,nao_usado_training
Training,17,493,nao_usado_training
Training,17,310,nao_usado_training
Training,17,116,nao_usado_training
Training,17,437,nao_usado_training
Training,17,460,nao_usado_training
Training,17,252,nao_usado_training
Training,17,212,nao_usado_training
Training,17,178,nao_usado_training
Training,17,358,nao_usado_training
Training,17,200,nao_usado_training
Training,17,296,nao_usado_training
Training,17,408,nao_usado_training
Training,17,399,nao_usado_training
Training,17,344,nao_usado_training
Training,17,175,nao_usado_training
Training,17,185,nao_usado_training
Training,17,432,nao_usado_training
Training,17,387,nao_usado_training
Training,17,295,nao_usado_training
Training,17,48,nao_usado_training
Training,17,13,nao_usado_training
Training,17,484,nao_usado_training
Training,17,1,nao_usado_training
Training,17,225,nao_usado_training
Training,17,465,nao_usado_training
Training,17,406,nao_usado_training
Training,17,368,nao_usado_training
Training,17,25,nao_usado_training
Training,17,148,nao_usado_training
Training,17,38,nao_usado_training
Training,17,497,nao_usado_training
Training,17,20,nao_usado_training
Training,17,180,nao_usado_training
Training,17,58,nao_usado_training
Training,17,21,nao_usado_training
Training,17,101,nao_usado_training
Training,17,2,nao_usado_training
Training,17,227,nao_usado_training
Training,17,474,nao_usado_training
Training,17,105,nao_usado_training
Training,17,357,nao_usado_training
Training,17,11,nao_usado_training
Training,17,332,nao_usado_training
Training,17,451,nao_usado_training
Training,17,488,nao_usado_training
Training,17,165,nao_usado_training
Training,17,349,nao_usado_training
Training,17,461,nao_usado_training
Training,17,443,nao_usado_training
Training,17,418,nao_usado_training
Training,17,456,nao_usado_training
Training,17,306,nao_usado_training
Training,17,267,nao_usado_training
Training,17,85,nao_usado_training
Training,17,69,nao_usado_training
Training,17,158,nao_usado_training
Training,17,335,nao_usado_training
Training,17,214,nao_usado_training
Training,17,302,nao_usado_training
Training,17,248,nao_usado_training
Training,17,204,nao_usado_training
Training,17,231,nao_usado_training
Training,17,76,nao_usado_training
Training,17,244,nao_usado_training
Training,17,168,nao_usado_training
Training,17,127,nao_usado_training
Training,17,17,nao_usado_training
Training,17,28,nao_usado_training
Training,17,44,nao_usado_training
Training,17,198,nao_usado_training
Training,17,283,nao_usado_training
Training,17,249,nao_usado_training
Training,17,149,nao_usado_training
Training,17,87,nao_usado_training
Training,17,294,nao_usado_training
Training,17,370,nao_usado_training
Training,17,321,nao_usado_training
Training,17,304,nao_usado_training
Training,17,486,nao_usado_training
Training,17,256,nao_usado_training
Training,17,195,nao_usado_training
Training,17,348,nao_usado_training
Training,17,470,nao_usado_training
Training,17,232,nao_usado_training
Training,17,31,nao_usado_training
Training,17,420,nao_usado_training
Training,17,322,nao_usado_training
Training,17,500,nao_usado_training
Training,17,152,nao_usado_training
Training,17,258,nao_usado_training
Training,17,243,nao_usado_training
Training,17,64,nao_usado_training
Training,17,160,nao_usado_training
Training,17,376,nao_usado_training
Training,17,414,nao_usado_training
Training,17,354,nao_usado_training
Training,17,299,nao_usado_training
Training,17,42,nao_usado_training
Training,17,316,nao_usado_training
Training,17,143,nao_usado_training
Training,17,362,nao_usado_training
Training,17,174,nao_usado_training
Training,17,314,nao_usado_training
Training,17,424,nao_usado_training
Training,17,404,nao_usado_training
Training,17,24,nao_usado_training
Training,17,208,nao_usado_training
Training,17,173,nao_usado_training
Training,17,293,nao_usado_training
Training,17,130,nao_usado_training
Training,17,297,nao_usado_training
Training,17,333,nao_usado_training
Training,17,455,nao_usado_training
Training,17,374,nao_usado_training
Training,17,29,nao_usado_training
Training,17,63,nao_usado_training
Training,17,92,nao_usado_training
Training,17,91,nao_usado_training
Training,17,129,nao_usado_training
Training,17,94,nao_usado_training
Training,17,121,nao_usado_training
Training,17,139,nao_usado_training
Training,17,375,nao_usado_training
Training,17,447,nao_usado_training
Training,17,489,nao_usado_training
Training,17,103,nao_usado_training
Training,17,210,nao_usado_training
Training,17,323,nao_usado_training
Training,17,192,nao_usado_training
Training,17,444,nao_usado_training
Training,17,326,nao_usado_training
Training,17,120,nao_usado_training
Training,17,131,nao_usado_training
Training,17,230,nao_usado_training
Training,17,291,nao_usado_training
Training,17,34,nao_usado_training
Training,17,416,nao_usado_training
Training,17,401,nao_usado_training
Training,17,226,nao_usado_training
Training,17,445,nao_usado_training
Training,17,425,nao_usado_training
Training,17,52,nao_usado_training
Training,17,79,nao_usado_training
Training,17,9,nao_usado_training
Training,17,251,nao_usado_training
Training,17,183,nao_usado_training
Training,17,394,nao_usado_training
Training,17,233,nao_usado_training
Training,17,213,nao_usado_training
Training,17,141,nao_usado_training
Training,17,89,nao_usado_training
Training,17,104,nao_usado_training
Training,17,151,nao_usado_training
Training,17,51,nao_usado_training
Training,17,278,nao_usado_training
Training,17,398,nao_usado_training
Training,17,99,nao_usado_training
Training,17,140,nao_usado_training
Training,17,457,nao_usado_training
Training,17,262,nao_usado_training
Training,17,246,nao_usado_training
Training,17,150,nao_usado_training
Training,17,70,nao_usado_training
Training,17,186,nao_usado_training
Training,17,247,nao_usado_training
Training,17,273,nao_usado_training
Training,17,330,nao_usado_training
Training,17,454,nao_usado_training
Training,17,477,nao_usado_training
Training,17,146,nao_usado_training
Training,17,216,nao_usado_training
Training,17,452,nao_usado_training
Training,17,166,nao_usado_training
Training,17,50,nao_usado_training
Training,17,46,nao_usado_training
Training,17,134,nao_usado_training
Training,17,369,nao_usado_training
Training,17,386,nao_usado_training
Training,17,422,nao_usado_training
Training,17,241,nao_usado_training
Training,17,176,nao_usado_training
Training,17,154,nao_usado_training
Training,17,417,nao_usado_training
Training,17,39,nao_usado_training
Training,17,205,nao_usado_training
Training,17,144,nao_usado_training
Training,17,448,nao_usado_training
Training,17,286,nao_usado_training
Training,17,117,nao_usado_training
Training,17,242,nao_usado_training
Training,17,18,nao_usado_training
Training,17,235,nao_usado_training
Training,17,353,nao_usado_training
Training,17,459,nao_usado_training
Training,17,107,nao_usado_training
Training,17,161,nao_usado_training
Training,17,412,nao_usado_training
Training,17,269,nao_usado_training
Training,17,22,nao_usado_training
Training,17,453,nao_usado_training
Training,17,282,nao_usado_training
Training,17,177,nao_usado_training
Training,17,373,nao_usado_training
Training,17,220,nao_usado_training
Training,17,106,nao_usado_training
Training,17,133,nao_usado_training
Training,17,72,nao_usado_training
Training,17,12,nao_usado_training
Training,17,352,nao_usado_training
Training,17,475,nao_usado_training
Training,17,135,nao_usado_training
Training,17,279,nao_usado_training
Training,17,16,nao_usado_training
Training,17,490,nao_usado_training
Training,17,97,nao_usado_training
Training,17,229,nao_usado_training
Training,17,289,nao_usado_training
Training,17,169,nao_usado_training
Training,17,188,nao_usado_training
Training,17,167,nao_usado_training
Training,17,413,nao_usado_training
Training,17,170,nao_usado_training
Training,17,434,nao_usado_training
Training,17,481,nao_usado_training
Training,17,83,nao_usado_training
Training,17,190,nao_usado_training
Training,17,27,nao_usado_training
Training,17,26,nao_usado_training
Training,17,40,nao_usado_training
Training,17,411,nao_usado_training
Training,17,215,nao_usado_training
Training,17,211,nao_usado_training
Training,17,328,nao_usado_training
Training,17,384,nao_usado_training
Training,17,207,nao_usado_training
Training,17,331,nao_usado_training
Training,17,261,nao_usado_training
Training,17,275,nao_usado_training
Training,17,281,nao_usado_training
Training,17,276,nao_usado_training
Training,17,115,nao_usado_training
Training,17,329,nao_usado_training
Training,17,367,nao_usado_training
Training,17,313,nao_usado_training
Training,17,98,nao_usado_training
Training,17,264,nao_usado_training
Training,17,30,nao_usado_training
Training,17,380,nao_usado_training
Training,17,381,nao_usado_training
Training,17,255,nao_usado_training
Training,17,491,nao_usado_training
Training,17,114,nao_usado_training
Training,17,478,nao_usado_training
Training,18,102,treino
Training,18,327,treino
Training,18,182,treino
Training,18,398,treino
Training,18,26,treino
Training,18,160,treino
Training,18,444,treino
Training,18,60,treino
Training,18,334,treino
Training,18,307,treino
Training,18,343,treino
Training,18,396,treino
Training,18,69,treino
Training,18,244,treino
Training,18,68,treino
Training,18,198,treino
Training,18,15,treino
Training,18,340,treino
Training,18,88,treino
Training,18,72,treino
Training,18,294,treino
Training,18,422,treino
Training,18,2,treino
Training,18,51,treino
Training,18,110,treino
Training,18,97,treino
Training,18,279,treino
Training,18,412,treino
Training,18,5,treino
Training,18,94,treino
Training,18,129,treino
Training,18,187,treino
Training,18,13,treino
Training,18,375,treino
Training,18,4,treino
Training,18,35,treino
Training,18,390,treino
Training,18,306,treino
Training,18,285,treino
Training,18,489,treino
Training,18,66,treino
Training,18,413,treino
Training,18,124,treino
Training,18,365,treino
Training,18,29,treino
Training,18,270,treino
Training,18,311,treino
Training,18,269,treino
Training,18,25,treino
Training,18,24,treino
Training,18,355,treino
Training,18,21,treino
Training,18,247,treino
Training,18,430,treino
Training,18,1,treino
Training,18,260,treino
Training,18,358,treino
Training,18,337,treino
Training,18,468,treino
Training,18,95,treino
Training,18,347,treino
Training,18,405,treino
Training,18,149,treino
Training,18,457,treino
